	Word	PoS	Freq
	options	NoC	38
	matter	Verb	38
	hurt	Verb	38
	forgotten	Verb	38
	worried	Adj	38
	bread	NoC	38
	admit	Verb	38
	chief	NoC	38
	specifically	Adv	38
	owners	NoC	38
	Lewis	NoP	37
	statutory	Adj	37
	mirror	NoC	37
	agents	NoC	37
	writer	NoC	37
	deeply	Adv	37
	Welsh	Adj	37
	foundation	NoC	37
	struggle	NoC	37
	1978	Num	37
	parent	NoC	37
	dependent	Adj	37
	mistake	NoC	37
	reputation	NoC	37
	Frank	NoP	37
	eggs	NoC	37
	decade	NoC	37
	steel	NoC	37
	gain	Verb	37
	leads	Verb	37
	publication	NoC	37
	resistance	NoC	37
	offence	NoC	37
	incident	NoC	37
	once again	Adv	37
	Thursday	NoP	37
	prefer	Verb	37
	stations	NoC	37
	denied	Verb	37
	examine	Verb	37
	no doubt	Adv	37
	lifespan	NoC	37
	wages	NoC	37
	tasks	NoC	37
	gained	Verb	37
	acquired	Verb	37
	outcome	NoC	37
	claims	Verb	37
	travel	Verb	37
	competitive	Adj	37
	marked	Verb	37
	panel	NoC	37
	resolution	NoC	37
	wished	Verb	37
	dear	Int	37
	efficiency	NoC	37
	demanded	Verb	37
	flat	Adj	37
	yards	NoC	37
	subsequently	Adv	37
	gradually	Adv	37
	businesses	NoC	37
	chancellor	NoC	37
	chain	NoC	37
	specialist	NoC	37
	1977	Num	37
	dressed	Verb	37
	tells	Verb	37
	negotiations	NoC	37
	relating	Verb	37
	supporters	NoC	37
	armed	Adj	37
	radical	Adj	37
	sleep	Verb	37
	representation	NoC	37
	agencies	NoC	37
	theories	NoC	37
	outside	Adj	37
	shoes	NoC	37
	threatened	Verb	37
	spending	NoC	37
	keen	Adj	37
	drove	Verb	37
	gardens	NoC	37
	acceptable	Adj	36
	notion	NoC	36
	initiative	NoC	36
	stairs	NoC	36
	Cambridge	NoP	36
	advance	NoC	36
	leaves	NoC	36
	recognise	Verb	36
	worker	NoC	36
	essentially	Adv	36
	empire	NoC	36
	shared	Verb	36
	sensitive	Adj	36
	uses	Verb	36
	clause	NoC	36
	false	Adj	36
	attached	Verb	36
	at once	Adv	36
	Taylor	NoP	36
	ai~*	Verb	36
	living	Adj	36
	fallen	Verb	36
	Belfast	NoP	36
	fighting	Verb	36
	dear	Adj	36
	controlled	Verb	36
	sugar	NoC	36
	Elizabeth	NoP	36
	block	NoC	36
	global	Adj	36
	delivery	NoC	36
	changing	Verb	36
	Lee	NoP	36
	computers	NoC	36
	ages	NoC	36
	meat	NoC	36
	mass	NoC	36
	emotional	Adj	36
	~ta*	Inf	36
	brothers	NoC	36
	bird	NoC	36
	expansion	NoC	36
	islands	NoC	36
	healthy	Adj	36
	Middlesbrough	NoP	36
	aside	Adv	36
	attend	Verb	36
	secret	Adj	36
	store	NoC	36
	1976	Num	36
	break	NoC	36
	writers	NoC	36
	self	NoC	36
	rising	Verb	36
	travel	NoC	36
	bigger	Adj	36
	alternative	NoC	36
	rapid	Adj	36
	instructions	NoC	36
	wet	Adj	36
	god	NoC	36
	adequate	Adj	36
	weak	Adj	36
	licence	NoC	36
	fixed	Adj	36
	soldiers	NoC	36
	examined	Verb	36
	aimed	Verb	36
	owned	Verb	36
	average	NoC	36
	awareness	NoC	36
	centuries	NoC	36
	images	NoC	36
	in favour of	Prep	36
	drama	NoC	36
	notice	Verb	36
	Tuesday	NoP	36
	handed	Verb	36
	furniture	NoC	35
	gate	NoC	35
	scientists	NoC	35
	administrative	Adj	35
	sees	Verb	35
	pocket	NoC	35
	wooden	Adj	35
	uncle	NoC	35
	remarkable	Adj	35
	co-operation	NoC	35
	creating	Verb	35
	Adam	NoP	35
	Luke	NoP	35
	newspapers	NoC	35
	currency	NoC	35
	comprehensive	Adj	35
	intelligence	NoC	35
	charity	NoC	35
	fifth	Ord	35
	links	NoC	35
	hoping	Verb	35
	respond	Verb	35
	surprising	Adj	35
	extension	NoC	35
	solid	Adj	35
	survive	Verb	35
	growing	Verb	35
	apart	Adv	35
	restaurant	NoC	35
	churches	NoC	35
	precisely	Adv	35
	pale	Adj	35
	skill	NoC	35
	close	Verb	35
	connection	NoC	35
	mass	Adj	35
	dealt	Verb	35
	brilliant	Adj	35
	maximum	Adj	35
	losing	Verb	35
	depend	Verb	35
	200	Num	35
	experienced	Verb	35
	across	Adv	35
	introduce	Verb	35
	philosophy	NoC	35
	convention	NoC	35
	gun	NoC	35
	films	NoC	35
	sons	NoC	35
	eh	Int	35
	communications	NoC	35
	regime	NoC	35
	miss	Verb	35
	attended	Verb	35
	suffer	Verb	35
	copies	NoC	35
	councils	NoC	35
	round	NoC	35
	partnership	NoC	35
	inquiry	NoC	35
	Sarah	NoP	35
	residents	NoC	35
	absolute	Adj	35
	firm	Adj	35
	French	NoC	35
	corporation	NoC	35
	arrested	Verb	35
	reports	Verb	35
	minority	NoC	34
	arrival	NoC	34
	in addition to	Prep	34
	listening	Verb	34
	taste	NoC	34
	sad	Adj	34
	gap	NoC	34
	plane	NoC	34
	scope	NoC	34
	experiences	NoC	34
	coat	NoC	34
	command	NoC	34
	consequence	NoC	34
	left	NoC	34
	fun	NoC	34
	Birmingham	NoP	34
	tory	Adj	34
	golf	NoC	34
	electronic	Adj	34
	behind	Adv	34
	visual	Adj	34
	retirement	NoC	34
	replace	Verb	34
	rise	Verb	34
	darkness	NoC	34
	fault	NoC	34
	directed	Verb	34
	complete	Verb	34
	1970s	Num	34
	enemy	NoC	34
	comment	NoC	34
	electric	Adj	34
	priority	NoC	34
	metres	NoC	34
	database	NoC	34
	Tim	NoP	34
	pure	Adj	34
	Spanish	Adj	34
	Nigel	NoP	34
	rough	Adj	34
	core	NoC	34
	circle	NoC	34
	result	Verb	34
	literary	Adj	34
	bay	NoC	34
	championship	NoC	34
	guests	NoC	34
	1975	Num	34
	insisted	Verb	34
	mere	Adj	34
	bits	NoC	34
	successfully	Adv	34
	limit	NoC	34
	imposed	Verb	34
	continuing	Adj	34
	Rome	NoP	34
	sounds	Verb	34
	abuse	NoC	34
	categories	NoC	34
	languages	NoC	34
	tower	NoC	34
	Thatcher	NoP	34
	anger	NoC	33
	accompanied	Verb	33
	category	NoC	33
	collected	Verb	33
	present	Verb	33
	need*	VMod	33
	comparison	NoC	33
	supreme	Adj	33
	supplied	Verb	33
	chemical	Adj	33
	fans	NoC	33
	greatly	Adv	33
	sweet	Adj	33
	no.	NoC	33		
	wedding	NoC	33
	teaching	Verb	33
	represents	Verb	33
	duke	NoC	33
	mark	NoC	33
	personnel	NoC	33
	genuine	Adj	33
	adults	NoC	33
	mail	NoC	33
	politicians	NoC	33
	occurs	Verb	33
	exciting	Adj	33
	written	Adj	33
	returning	Verb	33
	promotion	NoC	33
	longer	Adv	33
	preparation	NoC	33
	defendant	NoC	33
	presumably	Adv	33
	DNA	NoC	33
	derived	Verb	33
	Washington	NoP	33
	paintings	NoC	33
	fitted	Verb	33
	beer	NoC	33
	mothers	NoC	33
	affair	NoC	33
	stupid	Adj	33
	cricket	NoC	33
	advanced	Adj	33
	tank	NoC	33
	arise	Verb	33
	photographs	NoC	33
	point	Verb	33
	disappeared	Verb	33
	expectations	NoC	33
	findings	NoC	33
	illness	NoC	33
	citizens	NoC	33
	mood	NoC	33
	faces	NoC	33
	tension	NoC	33
	Commons	NoP	33
	ladies	NoC	33
	briefly	Adv	33
	stones	NoC	33
	mixture	NoC	33
	classical	Adj	33
	arrangement	NoC	33
	extreme	Adj	33
	Williams	NoP	33
	nineteenth	Ord	33
	discover	Verb	33
	favourite	Adj	33
	shot	NoC	33
	causing	Verb	33
	yard	NoC	33
	begins	Verb	33
	socialist	Adj	33
	judgment	NoC	33
	landscape	NoC	33
	fail	Verb	33
	feels	Verb	33
	consumption	NoC	33
	mill	NoC	33
	1974	Num	33
	informed	Verb	33
	birthday	NoC	32
	widespread	Adj	32
	consent	NoC	32
	confident	Adj	32
	acts	NoC	32
	Gloucester	NoP	32
	v	Prep	32		
	sake	NoC	32
	estimated	Verb	32
	requirement	NoC	32
	catholic	Adj	32
	experts	NoC	32
	Israel	NoP	32
	numerous	Adj	32
	throat	NoC	32
	permission	NoC	32
	ignored	Verb	32
	guidance	NoC	32
	moments	NoC	32
	brings	Verb	32
	costs	Verb	32
	module	NoC	32
	opposite	Adj	32
	respectively	Adv	32
	altogether	Adv	32
	input	NoC	32
	presentation	NoC	32
	everywhere	Adv	32
	distinct	Adj	32
	statistics	NoC	32
	repeated	Verb	32
	tough	Adj	32
	earnings	NoC	32
	saved	Verb	32
	finger	NoC	32
	branches	NoC	32
	fishing	NoC	32
	components	NoC	32
	truly	Adv	32
	drink	Verb	32
	turns	Verb	32
	luck	NoC	32
	boss	NoC	32
	exists	Verb	32
	champion	NoC	32
	MP	NoC	32		
	answers	NoC	32
	tools	NoC	32
	cycle	NoC	32
	recommended	Verb	32
	intervention	NoC	32
	mile	NoC	32
	Scott	NoP	32
	whenever	Adv	32
	AIDS	NoC	32
	promote	Verb	32
	helpful	Adj	32
	prospect	NoC	32
	definitely	Adv	32
	Johnson	NoP	32
	organised	Verb	32
	controls	NoC	32
	Ben	NoP	32
	express	Verb	32
	Iraq	NoP	32
	Oct.	NoP	32		
	nurse	NoC	32
	frame	NoC	32
	perform	Verb	32
	cottage	NoC	32
	wave	NoC	32
	adding	Verb	32
	proud	Adj	32
	by	Adv	32
	winner	NoC	32
	solicitor	NoC	32
	neighbours	NoC	31
	pilot	NoC	31
	calls	NoC	31
	mad	Adj	31
	alliance	NoC	31
	given	Adj	31
	straight	Adj	31
	survival	NoC	31
	winning	Verb	31
	votes	NoC	31
	primarily	Adv	31
	attacks	NoC	31
	compensation	NoC	31
	Sam	NoP	31
	destroyed	Verb	31
	camp	NoC	31
	hat	NoC	31
	territory	NoC	31
	symptoms	NoC	31
	prior to	Prep	31
	ownership	NoC	31
	wage	NoC	31
	concluded	Verb	31
	discussions	NoC	31
	developing	Verb	31
	cream	NoC	31
	achievement	NoC	31
	drawing	Verb	31
	entrance	NoC	31
	Jan.	NoP	31		
	basically	Adv	31
	poverty	NoC	31
	disabled	Adj	31
	extend	Verb	31
	fast	Adj	31
	suggestion	NoC	31
	consistent	Adj	31
	shareholders	NoC	31
	degrees	NoC	31
	mention	Verb	31
	anxious	Adj	31
	fewer	DetP	31
	delivered	Verb	31
	dark	NoC	31
	transferred	Verb	31
	employee	NoC	31
	throw	Verb	31
	assumption	NoC	31
	inevitably	Adv	31
	nervous	Adj	31
	profession	NoC	31
	awful	Adj	31
	cool	Adj	31
	hang	Verb	31
	threw	Verb	31
	vehicles	NoC	31
	stable	Adj	31
	realized	Verb	31
	suit	NoC	31
	hills	NoC	31
	prize	NoC	31
	drop	Verb	31
	constitutional	Adj	31
	L / l	Lett	31
	perspective	NoC	31
	Neil	NoP	31
	satisfied	Adj	31
	bid	NoC	31
	aunt	NoC	31
	festival	NoC	31
	constantly	Adv	31
	conscious	Adj	31
	developing	Adj	31
	connected	Verb	31
	concerning	Prep	31
	savings	NoC	31
	reasonably	Adv	31
	concentrate	Verb	31
	pace	NoC	31
	novel	NoC	31
	operating	NoC	31
	breach	NoC	31
	purchase	NoC	31
	crossed	Verb	31
	Asia	NoP	30
	chances	NoC	30
	depth	NoC	30
	calls	Verb	30
	strategic	Adj	30
	thrown	Verb	30
	bills	NoC	30
	Jean	NoP	30
	Ken	NoP	30
	reply	NoC	30
	ha	Int	30
	Ruth	NoP	30
	treat	Verb	30
	green	NoC	30
	sheep	NoC	30
	dominant	Adj	30
	phrase	NoC	30
	push	Verb	30
	alcohol	NoC	30
	eating	Verb	30
	now that	Conj	30
	conducted	Verb	30
	employer	NoC	30
	ears	NoC	30
	contents	NoC	30
	touched	Verb	30
	prepare	Verb	30
	sounded	Verb	30
	Moscow	NoP	30
	theoretical	Adj	30
	setting	NoC	30
	soul	NoC	30
	wore	Verb	30
	study	Verb	30
	1960s	Num	30
	outstanding	Adj	30
	benefit	Verb	30
	vary	Verb	30
	jacket	NoC	30
	next to	Prep	30
	except	Prep	30
	holy	Adj	30
	processing	NoC	30
	sand	NoC	30
	clinical	Adj	30
	prisoners	NoC	30
	dispute	NoC	30
	shadow	NoC	30
	minimum	Adj	30
	organizations	NoC	30
	plaintiff	NoC	30
	snow	NoC	30
	cried	Verb	30
	fit	Adj	30
	driven	Verb	30
	Joseph	NoP	30
	port	NoC	30
	recognized	Verb	30
	servants	NoC	30
	limits	NoC	30
	pink	Adj	30
	Sept.	NoP	30		
	et al	Adv	30		
	sound	Verb	30
	hearing	NoC	30
	measured	Verb	30
	dance	NoC	30
	eighteen	Num	30
	sorts	NoC	30
	Patrick	NoP	30
	trained	Verb	30
	stomach	NoC	30
	slight	Adj	30
	fought	Verb	30
	points	Verb	30
	storage	NoC	30
	breaking	Verb	30
	impressive	Adj	30
	honest	Adj	30
	provided	Conj	30
	dismissed	Verb	30
	glanced	Verb	30
	related	Adj	30
	cast	Verb	30
	crew	NoC	30
	defeat	NoC	30
	hold	NoC	30
	gift	NoC	30
	enthusiasm	NoC	30
	princess	NoC	29
	press	Verb	29
	spending	Verb	29
	advantages	NoC	29
	reaching	Verb	29
	articles	NoC	29
	resulted	Verb	29
	files	NoC	29
	hung	Verb	29
	cuts	NoC	29
	residential	Adj	29
	extraordinary	Adj	29
	visible	Adj	29
	shouted	Verb	29
	reducing	Verb	29
	experiments	NoC	29
	tables	NoC	29
	finish	Verb	29
	tendency	NoC	29
	conduct	NoC	29
	objective	NoC	29
	report	Verb	29
	Y / y	Lett	29
	ring	Verb	29
	hospitals	NoC	29
	mechanism	NoC	29
	seventy	Num	29
	exception	NoC	29
	poetry	NoC	29
	inspector	NoC	29
	1973	Num	29
	covering	Verb	29
	stepped	Verb	29
	accurate	Adj	29
	percent	NoC	29
	victims	NoC	29
	approached	Verb	29
	Nov.	NoP	29		
	distant	Adj	29
	as long as	Conj	29
	alongside	Prep	29
	airport	NoC	29
	furthermore	Adv	29
	considerably	Adv	29
	pressed	Verb	29
	missing	Verb	29
	origin	NoC	29
	salt	NoC	29
	at present	Adv	29
	personality	NoC	29
	fight	NoC	29
	Canada	NoP	29
	arrive	Verb	29
	fly	Verb	29
	Greek	Adj	29
	receiving	Verb	29
	still	Adj	29
	rocks	NoC	29
	fees	NoC	29
	fee	NoC	29
	complicated	Adj	29
	ends	NoC	29
	musical	Adj	29
	in respect of	Prep	29
	stands	Verb	29
	moon	NoC	29
	chamber	NoC	29
	puts	Verb	29
	turnover	NoC	29
	attacked	Verb	29
	ultimately	Adv	29
	routine	NoC	29
	observation	NoC	29
	precise	Adj	29
	plain	Adj	29
	gentle	Adj	29
	watch	NoC	29
	staring	Verb	29
	since	Adv	29
	leisure	NoC	29
	economics	NoC	29
	device	NoC	29
	whether or not	Conj	29
	broken	Adj	29
	mortgage	NoC	29
	live	Adj	29
	leaves	Verb	29
	confusion	NoC	29
	cut	NoC	29
	finds	Verb	29
	instruments	NoC	29
	secondly	Adv	29
	Bush	NoP	29
	certificate	NoC	29
	ear	NoC	29
	remote	Adj	29
	satisfaction	NoC	29
	responsibilities	NoC	29
	ratio	NoC	29
	coach	NoC	29
	fears	NoC	29
	sentences	NoC	29
	holder	NoC	29
	shopping	NoC	29
	possession	NoC	29
	selected	Verb	29
	Bristol	NoP	29
	sets	NoC	29
	smoke	NoC	29
	rugby	NoC	29
	songs	NoC	29
	clock	NoC	29
	summary	NoC	28
	implementation	NoC	28
	protein	NoC	28
	housing	Verb	28
	escape	Verb	28
	wing	NoC	28
	fixed	Verb	28
	helps	Verb	28
	poll	NoC	28
	Arthur	NoP	28
	scored	Verb	28
	chose	Verb	28
	column	NoC	28
	holidays	NoC	28
	contributions	NoC	28
	architecture	NoC	28
	Dec.	NoP	28			
	Nick	NoP	28
	approximately	Adv	28
	disaster	NoC	28
	minds	NoC	28
	Keith	NoP	28
	marks	NoC	28
	trust	Verb	28
	neither	DetP	28
	monetary	Adj	28
	mountains	NoC	28
	White	NoP	28
	discovery	NoC	28
	collect	Verb	28
	spoken	Verb	28
	steam	NoC	28
	smooth	Adj	28
	silly	Adj	28
	childhood	NoC	28
	teach	Verb	28
	Kong	NoP-	28
	unity	NoC	28
	staying	Verb	28
	climate	NoC	28
	percentage	NoC	28
	villages	NoC	28
	attracted	Verb	28
	Americans	NoC	28
	designs	NoC	28
	secure	Verb	28
	cutting	Verb	28
	iv	Num	28
	Hong	NoP-	28
	last	Verb	28
	taxes	NoC	28
	in spite of	Prep	28
	tennis	NoC	28
	peak	NoC	28
	relation	NoC	28
	readily	Adv	28
	evaluation	NoC	28
	frequency	NoC	28
	Andy	NoP	28
	shirt	NoC	28
	cake	NoC	28
	nights	NoC	28
	bishop	NoC	28
	test	Verb	28
	pretty	Adj	28
	Charlie	NoP	28
	deliberately	Adv	28
	round	Adj	28
	determination	NoC	28
	applies	Verb	28
	automatically	Adv	28
	standing	NoC	28
	rent	NoC	28
	psychological	Adj	28
	violent	Adj	28
	medicine	NoC	28
	boards	NoC	28
	protest	NoC	28
	Anna	NoP	28
	unemployed	Adj	28
	final	NoC	28
	being	NoC	28
	Rose	NoP	28
	reforms	NoC	28
	inevitable	Adj	28
	junior	Adj	28
	signal	NoC	28
	building	Verb	28
	till	Prep	28
	A.	NoP	28		
	welcome	Verb	28
	fat	Adj	28
	roles	NoC	28
	headquarters	NoC	28
	one another	Pron	28
	sensible	Adj	28
	visits	NoC	28
	manufacturers	NoC	28
	restrictions	NoC	27
	samples	NoC	27
	Pacific	NoP	27
	improved	Verb	27
	Berlin	NoP	27
	grateful	Adj	27
	strategies	NoC	27
	score	NoC	27
	tended	Verb	27
	expense	NoC	27
	loans	NoC	27
	addressed	Verb	27
	mode	NoC	27
	structural	Adj	27
	dozen	NoC	27
	pride	NoC	27
	on behalf of	Prep	27
	newly	Adv	27
	founded	Verb	27
	variation	NoC	27
	aged	Prep	27
	rely	Verb	27
	investors	NoC	27
	infection	NoC	27
	dominated	Verb	27
	combined	Verb	27
	survived	Verb	27
	Helen	NoP	27
	string	NoC	27
	Lucy	NoP	27
	experiment	NoC	27
	fourteen	Num	27
	undertaken	Verb	27
	committees	NoC	27
	buyer	NoC	27
	agreements	NoC	27
	participation	NoC	27
	welcome	Adj	27
	match	Verb	27
	complaints	NoC	27
	ships	NoC	27
	critics	NoC	27
	guitar	NoC	27
	camera	NoC	27
	laboratory	NoC	27
	waves	NoC	27
	landlord	NoC	27
	rang	Verb	27
	hate	Verb	27
	demonstrated	Verb	27
	bomb	NoC	27
	engaged	Verb	27
	knife	NoC	27
	so-called	Adj	27
	modules	NoC	27
	pleasant	Adj	27
	headed	Verb	27
	surgery	NoC	27
	universities	NoC	27
	millions	NoC	27
	concepts	NoC	27
	proof	NoC	27
	marry	Verb	27
	Maggie	NoP	27
	operating	Verb	27
	pressures	NoC	27
	lives	Verb	27
	sixteen	Num	27
	repeat	Verb	27
	host	NoC	27
	Dave	NoP	27
	pitch	NoC	27
	attempted	Verb	27
	assess	Verb	27
	penalty	NoC	27
	tail	NoC	27
	boxes	NoC	27
	holes	NoC	27
	deep	Adv	27
	contribute	Verb	27
	passing	Verb	27
	reveal	Verb	27
	cleared	Verb	27
	thereby	Adv	27
	Feb.	NoP	27		
	acceptance	NoC	27
	1972	Num	27
	anxiety	NoC	27
	above	Adj	27
	Newcastle	NoP	27
	formula	NoC	27
	personally	Adv	27
	Howard	NoP	27
	mission	NoC	27
	deaf	Adj	27
	relatives	NoC	27
	imagination	NoC	27
	apple	NoC	27
	70	Num	26
	dirty	Adj	26
	rid	Verb	26
	abandoned	Verb	26
	appreciate	Verb	26
	continuous	Adj	26
	describes	Verb	26
	suffering	Verb	26
	circuit	NoC	26
	m.	NoC	26		
	stronger	Adj	26
	responses	NoC	26
	excitement	NoC	26
	approaches	NoC	26
	supply	Verb	26
	plan	Verb	26
	Zealand	NoP-	26
	tested	Verb	26
	disk	NoC	26
	holds	Verb	26
	replacement	NoC	26
	instrument	NoC	26
	universe	NoC	26
	memories	NoC	26
	overseas	Adj	26
	expertise	NoC	26
	causes	NoC	26
	solicitors	NoC	26
	comfort	NoC	26
	sergeant	NoC	26
	trend	NoC	26
	treasury	NoC	26
	entitled	Adj	26
	sounds	NoC	26
	acquisition	NoC	26
	opening	Verb	26
	tickets	NoC	26
	bath	NoC	26
	delighted	Adj	26
	sending	Verb	26
	increasing	Verb	26
	confirm	Verb	26
	loose	Adj	26
	state	Verb	26
	ahead of	Prep	26
	targets	NoC	26
	wan~ [= want]	Verb	26
	occasional	Adj	26
	paragraph	NoC	26
	writes	Verb	26
	evident	Adj	26
	Kent	NoP	26
	desperate	Adj	26
	handle	Verb	26
	fellow	Adj	26
	blind	Adj	26
	occupied	Verb	26
	overcome	Verb	26
	dust	NoC	26
	burden	NoC	26
	psychology	NoC	26
	relate	Verb	26
	drivers	NoC	26
	surprisingly	Adv	26
	80	Num	26
	1970	Num	26
	Matthew	NoP	26
	cheese	NoC	26
	consciousness	NoC	26
	considering	Verb	26
	universal	Adj	26
	Gordon	NoP	26
	aha	Int	26
	square	Adj	26
	succeeded	Verb	26
	knees	NoC	26
	1971	Num	26
	boots	NoC	26
	smell	NoC	26
	closer	Adv	26
	mummy	NoC	26
	slipped	Verb	26
	0	Num	26
	component	NoC	26
	regulation	NoC	26
	Roger	NoP	26
	attempt	Verb	26
	locked	Verb	26
	keeps	Verb	26
	wheel	NoC	26
	on top of	Prep	26
	classic	Adj	26
	MPs	NoC	26		
	cattle	NoC	26
	consists	Verb	26
	touch	Verb	26
	illustrated	Verb	26
	platform	NoC	26
	shift	NoC	26
	draft	NoC	26
	purely	Adv	26
	load	NoC	26
	influenced	Verb	26
	passengers	NoC	26
	recommendations	NoC	26
	preparing	Verb	26
	solutions	NoC	26
	Alexander	NoP	26
	injuries	NoC	26
	tenant	NoC	26
	commonly	Adv	26
	Victoria	NoP	26
	leather	NoC	26
	gathered	Verb	26
	zone	NoC	26
	sufficiently	Adv	26
	Aug.	NoP	26			
	like	Conj	25
	Laura	NoP	25
	as for	Prep	25
	squad	NoC	25
	recall	Verb	25
	steady	Adj	25
	retain	Verb	25
	checked	Verb	25
	existed	Verb	25
	attract	Verb	25
	conservation	NoC	25
	flesh	NoC	25
	pack	NoC	25
	publicity	NoC	25
	rose	NoC	25
	mean	Adj	25
	variations	NoC	25
	split	Verb	25
	sixth	Ord	25
	edition	NoC	25
	concerns	NoC	25
	tied	Verb	25
	summit	NoC	25
	engineers	NoC	25
	Terry	NoP	25
	listed	Verb	25
	judges	NoC	25
	researchers	NoC	25
	equivalent	Adj	25
	assist	Verb	25
	upstairs	Adv	25
	hers	Pron	25
	Francis	NoP	25
	located	Verb	25
	nurses	NoC	25
	fear	Verb	25
	mark	Verb	25
	suggesting	Verb	25
	whispered	Verb	25
	serving	Verb	25
	intellectual	Adj	25
	influence	Verb	25
	stream	NoC	25
	generated	Verb	25
	consequently	Adv	25
	San	NoP-	25
	authors	NoC	25
	wondering	Verb	25
	judgement	NoC	25
	K / k	Lett	25
	experience	Verb	25
	Victorian	Adj	25
	egg	NoC	25
	supplies	NoC	25
	level	Adj	25
	produces	Verb	25
	councillor	NoC	25
	roots	NoC	25
	taxation	NoC	25
	bathroom	NoC	25
	ultimate	Adj	25
	awarded	Verb	25
	35	Num	25
	stick	Verb	25
	glasses	NoC	25
	raising	Verb	25
	qualities	NoC	25
	layer	NoC	25
	lost	Adj	25
	creative	Adj	25
	medieval	Adj	25
	risks	NoC	25
	assumptions	NoC	25
	displayed	Verb	25
	dreams	NoC	25
	Germans	NoC	25
	accounting	NoC	25
	curve	NoC	25
	drawing	NoC	25
	backed	Verb	25
	adopt	Verb	25
	colleges	NoC	25
	guard	NoC	25
	evolution	NoC	25
	sign	Verb	25
	aims	NoC	25
	sharply	Adv	25
	constructed	Verb	25
	advised	Verb	25
	softly	Adv	25
	settle	Verb	25
	decades	NoC	25
	completion	NoC	25
	linguistic	Adj	25
	ignore	Verb	25
	convinced	Adj	25
	Colin	NoP	25
	judicial	Adj	25
	photograph	NoC	25
	sophisticated	Adj	25
	Alice	NoP	25
	asleep	Adj	25
	paused	Verb	25
	amounts	NoC	25
	poem	NoC	25
	recording	NoC	25
	carbon	NoC	25
	Durham	NoP	25
	possibilities	NoC	25
	good*	NoC	25
	explains	Verb	25
	equation	NoC	25
	NHS	NoP	25		
	vulnerable	Adj	25
	raw	Adj	25
	net	NoC	25
	deaths	NoC	25
	babies	NoC	25
	illegal	Adj	24
	outer	Adj	24
	topic	NoC	24
	medium	NoC	24
	till	Conj	24
	promise	NoC	24
	tends	Verb	24
	hopes	NoC	24
	angle	NoC	24
	interviews	NoC	24
	ban	NoC	24
	feed	Verb	24
	potentially	Adv	24
	machinery	NoC	24
	even when	Conj	24
	tongue	NoC	24
	etc.	Adv	24		
	coalition	NoC	24
	travelling	Verb	24
	define	Verb	24
	consultation	NoC	24
	reception	NoC	24
	pulling	Verb	24
	Nicholas	NoP	24
	integration	NoC	24
	revolutionary	Adj	24
	quoted	Verb	24
	compare	Verb	24
	surrounded	Verb	24
	bitter	Adj	24
	attempting	Verb	24
	guess	Verb	24
	improvements	NoC	24
	climbed	Verb	24
	cathedral	NoC	24
	heaven	NoC	24
	wanting	Verb	24
	painted	Verb	24
	Australian	Adj	24
	changing	Adj	24
	grammar	NoC	24
	jumped	Verb	24
	Ulster	NoP	24
	Gulf	NoP	24
	native	Adj	24
	imperial	Adj	24
	persuade	Verb	24
	voices	NoC	24
	conclusions	NoC	24
	laughing	Verb	24
	lift	NoC	24
	1968	Num	24
	Gary	NoP	24
	boundaries	NoC	24
	favour	NoC	24
	guy	NoC	24
	studying	Verb	24
	Jimmy	NoP	24
	beliefs	NoC	24
	undoubtedly	Adv	24
	wings	NoC	24
	retained	Verb	24
	joy	NoC	24
	bone	NoC	24
	informal	Adj	24
	demonstrate	Verb	24
	Douglas	NoP	24
	regard	Verb	24
	clear	Verb	24
	calculated	Verb	24
	flexible	Adj	24
	meals	NoC	24
	announcement	NoC	24
	lawyers	NoC	24
	ruled	Verb	24
	account	Verb	24
	sheets	NoC	24
	tunnel	NoC	24
	exercise	Verb	24
	bars	NoC	24
	VAT/vat	NoC	24		
	carpet	NoC	24
	quantity	NoC	24
	catalogue	NoC	24
	reminded	Verb	24
	shrugged	Verb	24
	notably	Adv	24
	Anthony	NoP	24
	schedule	NoC	24
	petrol	NoC	24
	investigate	Verb	24
	hotels	NoC	24
	buried	Verb	24
	once more	Adv	24
	journal	NoC	24
	nowhere	Adv	24
	considerations	NoC	24
	concentrated	Verb	24
	collective	Adj	24
	destruction	NoC	24
	frequent	Adj	24
	versions	NoC	24
	offences	NoC	24
	agenda	NoC	24
	clever	Adj	24
	experimental	Adj	24
	300	Num	24
	plays	Verb	24
	Kate	NoP	24
	listened	Verb	24
	La	NoP-	24
	texts	NoC	23
	plates	NoC	23
	500	Num	23
	deficit	NoC	23
	transition	NoC	23
	Norman	NoP	23
	spiritual	Adj	23
	intense	Adj	23
	indication	NoC	23
	flew	Verb	23
	pushing	Verb	23
	rational	Adj	23
	hanging	Verb	23
	entitled	Verb	23
	90	Num	23
	excluded	Verb	23
	knocked	Verb	23
	professionals	NoC	23
	tight	Adj	23
	composition	NoC	23
	indicates	Verb	23
	conservatives	NoC	23
	Kevin	NoP	23
	interaction	NoC	23
	ceiling	NoC	23
	guidelines	NoC	23
	cold	NoC	23
	roughly	Adv	23
	Governor	NoC	23
	qualifications	NoC	23
	q.v.	Uncl	23			
	ethnic	Adj	23
	me*	Det	23
	argues	Verb	23
	Dublin	NoP	23
	inches	NoC	23
	opera	NoC	23
	pupil	NoC	23
	cheaper	Adj	23
	generous	Adj	23
	prominent	Adj	23
	inadequate	Adj	23
	accordingly	Adv	23
